id,failure
16115,0.1452543221011006
16116,0.17840458686046554
16117,0.2154119498617188
16118,0.26316166982070605
16119,0.21502502477667262
16120,0.1823415982978999
16121,0.16435203114973373
16122,0.19294262833404163
16123,0.25648600767282403
16124,0.20723312886850534
16125,0.1601269745844016
16126,0.22019477519295647
16127,0.23116865430009856
16128,0.23315533051925927
16129,0.19145331662541173
16130,0.17747286564309828
16131,0.19155065338886607
16132,0.17927554344239052
16133,0.22644402704090408
16134,0.26356778210366427
16135,0.16019534817801542
16136,0.31376122696738135
16137,0.16431705952385642
16138,0.17072461307700107
16139,0.1610165696891106
16140,0.1817226036073403
16141,0.16928557502577696
16142,0.28076736266493374
16143,0.30807543607130156
16144,0.25697714967626334
16145,0.23021655478559866
16146,0.19420911989118506
16147,0.14274466361662277
16148,0.20116367338937405
16149,0.1968151218834814
16150,0.12103560026336883
16151,0.21157853307864222
16152,0.21913326658867924
16153,0.20969291976843163
16154,0.17351223935748053
16155,0.19818214903938794
16156,0.2716187316254424
16157,0.21272882378374633
16158,0.1909861357739812
16159,0.2465997652879491
16160,0.17372076843279596
16161,0.2336833344755058
16162,0.2254359246480538
16163,0.23614291441911955
16164,0.14718385373188417
16165,0.11787725461827324
16166,0.21908991449790002
16167,0.1867333038593077
16168,0.16949630521984121
16169,0.27714719877860844
16170,0.24741510037316672
16171,0.1393112331253006
16172,0.13190806857519483
16173,0.17054996202413167
16174,0.21141069909286428
16175,0.20760138922264826
16176,0.21421563788645223
16177,0.162049267109553
16178,0.1733107402978968
16179,0.14575562030026262
16180,0.231878676879148
16181,0.18955452803438688
16182,0.1508211892327499
16183,0.3283944717813749
16184,0.16166212911581468
16185,0.22755069124673233
16186,0.2571430691666195
16187,0.15321281341950893
16188,0.39908152893992177
16189,0.28943366626562383
16190,0.17986191488675338
16191,0.2016226408579113
16192,0.1946425384729684
16193,0.15158043700894003
16194,0.34136127412570905
16195,0.3111245562740129
16196,0.2906208947404851
16197,0.15319079709248884
16198,0.22046683454325375
16199,0.20295984138174714
16200,0.1463924020137871
16201,0.18767915859415166
16202,0.2560145695944198
16203,0.27609498570977564
16204,0.16049544023840095
16205,0.25745826239032166
16206,0.24745547100813817
16207,0.18266226744968647
16208,0.14022853876294689
16209,0.1749393088014745
16210,0.15718313223774008
16211,0.17892869147842688
16212,0.19417703544604575
16213,0.19258428828517749
16214,0.20256844598841037
16215,0.20933431103720868
16216,0.18643417734133486
16217,0.1727108495066344
16218,0.16064724557941634
16219,0.14393536458561715
16220,0.1937258211015533
16221,0.32949419619012127
16222,0.14917482950002386
16223,0.24577413447911822
16224,0.16190332883039707
16225,0.1673584988625803
16226,0.17602568720951936
16227,0.15079687378347567
16228,0.2746597403540955
16229,0.23361069173174442
16230,0.22176528170731477
16231,0.15835527259983864
16232,0.1966941451120419
16233,0.1426142145394131
16234,0.19207245817353952
16235,0.20150092500975603
16236,0.1644577294193419
16237,0.21387484629252362
16238,0.18087498711072145
16239,0.3539527437289783
16240,0.15775166302799232
16241,0.29124232726774774
16242,0.22373054576098658
16243,0.13620287868977027
16244,0.2645176871297815
16245,0.23516583635210242
16246,0.3345697884952585
16247,0.14010292510235373
16248,0.21163842680757622
16249,0.2992529777585071
16250,0.29382150558160275
16251,0.16676251088476465
16252,0.2595465891218833
16253,0.17371354389151641
16254,0.31360230814844836
16255,0.2945657131319886
16256,0.3266448092128901
16257,0.27982576920155294
16258,0.19396144130208867
16259,0.20316975592586933
16260,0.218892379368216
16261,0.14908724526684916
16262,0.14514505184245094
16263,0.16367866733572653
16264,0.18501122343057225
16265,0.18688049271659662
16266,0.20578438771328028
16267,0.23308790125566564
16268,0.42544380078441457
16269,0.166994442500217
16270,0.14620306536187508
16271,0.28397151032744417
16272,0.1652335778969039
16273,0.21407671813600349
16274,0.3023495445155098
16275,0.1855615348516161
16276,0.24722122910558092
16277,0.2162420192797827
16278,0.21912009043235398
16279,0.17631523477642685
16280,0.28686243057014743
16281,0.18714188524618802
16282,0.1721434668506305
16283,0.28635044358849404
16284,0.2834071236491463
16285,0.28996240865398887
16286,0.18431690304413437
16287,0.16488236932916694
16288,0.20417785546676698
16289,0.22846122517085454
16290,0.15620945312235923
16291,0.1988051017113704
16292,0.21738633865724055
16293,0.32558703938940237
16294,0.22836453711582605
16295,0.21605038425085027
16296,0.2408264157282391
16297,0.227131902082109
16298,0.14959108391592674
16299,0.49680574345696243
16300,0.1658418956959855
16301,0.2555497843385361
16302,0.15772342132730124
16303,0.2412929519032844
16304,0.16091377758903286
16305,0.2770568209173971
16306,0.19143703863028738
16307,0.18681981477432832
16308,0.20852824279195262
16309,0.2082076768614718
16310,0.22427934952089226
16311,0.20782404999692372
16312,0.21700391000073468
16313,0.33148307662260523
16314,0.23480093481664013
16315,0.32319297889702936
16316,0.1876146619883262
16317,0.18760324824296776
16318,0.3127201515680495
16319,0.17382362711385724
16320,0.1987100662537028
16321,0.21435577019247504
16322,0.19964751444851409
16323,0.20399391978830275
16324,0.16784140207944848
16325,0.19059715309210298
16326,0.19789319879676814
16327,0.2140668062492676
16328,0.18705569590846816
16329,0.14771844050213198
16330,0.3510209067990842
16331,0.24387513971826166
16332,0.22299580345656123
16333,0.20947479006792902
16334,0.19041194111209014
16335,0.21516371032040515
16336,0.19180202980417893
16337,0.21992085716807197
16338,0.23421086474863648
16339,0.20318862835814117
16340,0.17665409463807405
16341,0.19553636856857237
16342,0.20698459565741312
16343,0.1767281650155274
16344,0.18551464237399903
16345,0.1639125153682951
16346,0.23322305060140738
16347,0.26516805090530793
16348,0.22219604773677878
16349,0.24214717304346986
16350,0.20504942589994818
16351,0.2798899466318119
16352,0.20466430769432128
16353,0.17769111904902507
16354,0.1858338562490519
16355,0.22015245165677372
16356,0.3528610956313175
16357,0.24478339372075683
16358,0.14642427448289935
16359,0.24042743797495983
16360,0.19333244549169162
16361,0.1195078029836336
16362,0.19571389846304976
16363,0.18298978632625296
16364,0.13218187611667692
16365,0.20208437954618808
16366,0.16896316965614097
16367,0.13487138688850903
16368,0.267297204444082
16369,0.19750513017142649
16370,0.1834634497522816
16371,0.13760913329247768
16372,0.28225199265573014
16373,0.22755679441217988
16374,0.20830588366093228
16375,0.15452436977322317
16376,0.25000859599483133
16377,0.2851786746028172
16378,0.16337853815664996
16379,0.18732152903251872
16380,0.22560267013460705
16381,0.18299821796757726
16382,0.14473592036207789
16383,0.1764681065535738
16384,0.12155595706002296
16385,0.13025766248207904
16386,0.16742481671276085
16387,0.20608698274082857
16388,0.2803633491116964
16389,0.19217052214215236
16390,0.18148953990230832
16391,0.27283121410633415
16392,0.22635808869456084
16393,0.1707098758941286
16394,0.1861151345342509
16395,0.2359980635723861
16396,0.1944626703267386
16397,0.19735289872867412
16398,0.2644937834673531
16399,0.1554059278200588
16400,0.16573034445703477
16401,0.1403452345496964
16402,0.2067229002860212
16403,0.17479659249710786
16404,0.39168901787846794
16405,0.2271563400639546
16406,0.30497949929120594
16407,0.22311827866791484
16408,0.15078405084168203
16409,0.1325991463406516
16410,0.21189327698110197
16411,0.22212672274783565
16412,0.32739840984549007
16413,0.21806734501008349
16414,0.23003434591059382
16415,0.1901132227964508
16416,0.23622659078660646
16417,0.14253191707001198
16418,0.18707871394470252
16419,0.1759451987588195
16420,0.19143288229975422
16421,0.13613268101711296
16422,0.18140938703182322
16423,0.24978276815481762
16424,0.16978579202177607
16425,0.3327381917324385
16426,0.13768077544268215
16427,0.2632879147642854
16428,0.2253291702788308
16429,0.2255747848278858
16430,0.1583012940095715
16431,0.2652393233012085
16432,0.13817086954066837
16433,0.2753588003259257
16434,0.19065428063923556
16435,0.19345401482192734
16436,0.2523354697337021
16437,0.41484552455110607
16438,0.25353888359249427
16439,0.17715696352631266
16440,0.20685421582980407
16441,0.2006668451623386
16442,0.15819348182104068
16443,0.2712704392534163
16444,0.19689228334018316
16445,0.2441716050137081
16446,0.1564533965378683
16447,0.13924101668396313
16448,0.16962897103998947
16449,0.17229660717636425
16450,0.1405094442004523
16451,0.22254623320108827
16452,0.18770641870702393
16453,0.3437443896227468
16454,0.20600342447559733
16455,0.1535058439161931
16456,0.2662770294867016
16457,0.4047695665409857
16458,0.1816233628226678
16459,0.21624390978383803
16460,0.15150218795780973
16461,0.1675617236155888
16462,0.136604228749239
16463,0.1801191891320971
16464,0.27618453178316915
16465,0.196591294337139
16466,0.34680535826056463
16467,0.22393679075912978
16468,0.19486168473218982
16469,0.1880738882123217
16470,0.1777275642424565
16471,0.17005575972522888
16472,0.1800057012540978
16473,0.2637941935656049
16474,0.3167500422628557
16475,0.22637686633148982
16476,0.22836991802811454
16477,0.45837295178752696
16478,0.13322557649217578
16479,0.15021951209829595
16480,0.24587163990962993
16481,0.17754560966047847
16482,0.2229077588450895
16483,0.17954687929408822
16484,0.2253501460342146
16485,0.21560308701596095
16486,0.25827645498056867
16487,0.16726337558627635
16488,0.2328696467106959
16489,0.13054786595512757
16490,0.23528248818037056
16491,0.24888124000790018
16492,0.16210488907129753
16493,0.21390684129478138
16494,0.27691719908273915
16495,0.19352601867205926
16496,0.2280506132689194
16497,0.16299991498614716
16498,0.3561016893234444
16499,0.1400293164183945
16500,0.21171246852784248
16501,0.18621089553192557
16502,0.1763182004048965
16503,0.14779556786972767
16504,0.21267022814858194
16505,0.3256483994866946
16506,0.19771403801349893
16507,0.3288277862334604
16508,0.18831530526269802
16509,0.1962293024430867
16510,0.14045022867464008
16511,0.11674382031205326
16512,0.19786468531226614
16513,0.2320137978638638
16514,0.2226143191466295
