id,target
464589,7.252452343157412
39160,7.615899929524321
55733,7.283206555254829
97702,7.6991658125579185
337310,7.491620069818005
615,7.752596625736775
45671,7.613747125451386
292398,7.211725082619193
161666,6.983190562210911
260994,7.414778035264586
308920,7.551408319412214
257654,7.377435510261467
103130,7.869992629693499
477337,7.602778267692496
168855,7.588819773209973
158664,7.265323792424102
209811,7.459178360209375
70293,7.257597503901646
136514,7.5384402638610375
240787,7.143967982480351
295288,7.573678575838418
278894,7.2238029879605286
406155,7.5537033856761795
204284,6.979095623349441
214182,7.436958126898116
242023,7.361944535305028
161214,6.9638075036579785
237317,6.8397589854417795
281820,7.519698394907213
301064,7.395786201218385
208677,6.862896177273559
393471,7.472330090710404
359416,6.922351875392469
181008,8.164953165385793
215719,7.1781849743178405
17764,7.460548895359839
332899,7.506336367959225
166903,7.335048822167135
333773,7.759539511343355
209984,7.446004380897843
17540,7.423601568088227
105652,7.58936450090113
386445,7.3363579866852255
128883,7.448915275930705
327632,7.299961913786195
143650,7.714518276600998
441385,7.441540517936094
251413,7.54655473900166
39726,7.243523310808509
252964,7.263154539168195
168591,7.530364242885717
30974,7.3437651447688275
431879,7.485733854967766
185655,7.492143300375179
192811,7.522192383578261
238562,6.779784981486049
13863,6.931387466740549
15408,7.44205516131905
347897,7.582208479461411
398579,6.969173353573787
138417,7.18848620421716
108666,7.358293396002832
61435,7.153195086062961
275331,7.391166207742785
467508,7.351156218308962
260812,7.482085526541418
211610,7.443143629960101
286517,7.85149420611905
21922,7.656265131524048
206497,7.633510809995791
444437,7.092357436163638
494871,7.6460030916405906
277536,7.4790551037173145
9813,7.294174586286751
466964,7.608698638131823
212980,7.653746313696729
302158,7.317164076601678
315036,7.694378132248371
359182,7.1621708968981785
255376,7.499909516144488
249268,7.408741325593873
183099,7.713869001821088
210083,7.286827606563943
112269,7.603782330793262
233588,7.778374594319949
239772,7.430514372085671
36571,7.5224342947857785
138997,7.489661328549147
346331,7.2395005281722185
346577,7.299220918059877
200476,7.537590857365693
53289,7.2174596266844695
85084,7.505272404330331
381063,7.570398315395668
349261,7.848111127953718
469558,7.620017652786064
492463,7.435356983336835
371862,7.453553911515133
123323,7.301457568800533
221299,7.242862437006462
113105,8.078301755044805
156387,7.5602404636831615
98237,7.414741397462986
495161,7.1955739227129065
482331,7.81032748785254
415933,7.786618522534994
381252,7.25406090339391
4739,7.117732803697443
74897,7.721787646344833
374496,7.338820222486131
344489,7.953574567224308
53126,7.240423314003959
4797,7.209926639263134
93528,7.431064391625501
117840,7.326420133141024
481598,7.312258941024677
39016,7.890108606079824
25325,7.066347330066943
410357,7.51047341246845
175884,7.915080620471077
333603,7.317320793874096
260824,7.150155801774073
298741,7.047846334041527
408519,7.601245801142898
110689,7.558306694401672
313034,7.212637890475666
224964,7.633899501835909
464845,7.723534064650924
328212,7.454361596018568
432966,7.17013995193965
110715,7.196762080939809
300616,7.330682282680375
493240,7.011086548464025
356245,7.621545552526193
38444,7.6940541181290385
99592,7.510711534560134
339157,7.502797300468757
434418,7.035705516854737
441763,7.03408259269526
172994,7.543291394056535
185,7.544150685805697
124709,7.796346179618087
408775,7.708162583623132
250446,7.357298107197593
316978,7.55665337140228
54626,7.490142424574433
426538,7.248557973570623
404545,7.666653789376458
234201,7.411576392633961
272755,7.317946878177647
498940,7.382467702200149
118705,7.634085526208889
397338,7.875887231496147
359740,7.399298246162477
117722,7.21798155749978
358401,7.291195705589679
28028,7.777759428125744
257444,7.179905158834746
347913,7.400756157673769
109611,7.451617312663295
118486,7.553359003412787
365545,8.017265805319315
126567,7.13763919822555
15094,7.385925826825741
205491,7.383690769846776
121146,7.03678498209198
399064,7.395864414254859
487010,7.627870871192801
44192,7.401175916807627
53790,7.531379894495995
286944,7.9677383799000125
134254,7.327457134444089
262072,7.554164179570087
153984,7.482329374534199
211911,7.504714316242723
450972,7.131462161503531
113566,7.664173049617343
306046,7.752123198532612
117483,7.358425354863687
369495,7.25999690747722
483727,7.786371689342378
204460,7.132793659549005
364362,7.662867241588593
63422,7.517257677893824
153659,7.306591723547381
386053,8.003162901577124
461710,7.544722602981469
361226,7.656840960605496
76655,7.183991437714237
398599,7.342039820253145
201079,7.594666983462911
123574,7.6944287938609435
418782,7.789967694480371
142839,7.670274310085645
